,Название,Год,Топливо,Объем двигателя,Мощность,Коробка передач,Привод,Цвет,Пробег,Руль,Оценка Drom,Цена
261,Toyota RAV4,2010,бензин,2.4,170.0,автомат,4WD,белый,223784.0,левый,8.7,1267000
262,Geely Coolray SX11,2021,бензин,1.5,150.0,робот,передний,серый,55000.0,левый,8.602,2187000
263,Audi A5,2018,бензин,2.0,249.0,робот,4WD,серый,91600.0,левый,8.602,3279000
264,Opel Mokka,2014,бензин,1.8,140.0,механика,передний,коричневый,37618.0,левый,8.8,1389000
265,Hyundai Sonata,2019,бензин,2.5,180.0,автомат,передний,синий,58600.0,левый,8.6,2545000
266,Chevrolet Cruze,2013,бензин,1.8,141.0,автомат,передний,серый,49208.0,левый,8.5,969000
267,Hyundai Creta,2018,бензин,1.6,123.0,автомат,передний,белый,19650.0,левый,8.602,1669000
268,BMW X1,2019,дизель,2.0,150.0,автомат,4WD,черный,54100.0,левый,8.8,2759000
269,Hyundai Palisade,2022,дизель,2.2,200.0,автомат,4WD,серый,0.0,левый,8.602,8040530
270,Hyundai Palisade,2022,дизель,2.2,200.0,автомат,4WD,белый,0.0,левый,8.602,8040530
271,Kia Ceed,2011,бензин,1.4,109.0,механика,передний,серебристый,246000.0,левый,8.8,512000
272,Mercedes-Benz B-Class,2013,бензин,1.6,122.0,робот,передний,черный,105519.0,левый,8.9,1198000
273,Opel Corsa,2008,бензин,1.2,80.0,механика,передний,черный,104000.0,левый,8.4,424000
274,Renault Arkana,2019,бензин,1.3,150.0,автомат,4WD,серый,49826.0,левый,8.7,1847000
275,Land Rover Range Rover,2012,дизель,4.4,313.0,автомат,4WD,черный,153271.0,левый,8.602,2348000
276,Haval Dargo,2023,бензин,2.0,192.0,робот,4WD,черный,0.0,левый,8.602,3322580
277,Haval Dargo,2023,бензин,2.0,192.0,робот,4WD,белый,0.0,левый,8.602,3595470
278,Infiniti FX37,2011,бензин,3.7,333.0,автомат,4WD,черный,179000.0,левый,8.602,1549000
279,Mercedes-Benz S-Class,2021,дизель,2.9,249.0,автомат,4WD,черный,41684.0,левый,8.602,14349000
280,Mercedes-Benz GLS-Class,2016,дизель,3.0,249.0,автомат,4WD,белый,93000.0,левый,8.602,4399000
281,Toyota Land Cruiser,2013,дизель,4.5,235.0,автомат,4WD,черный,159000.0,левый,8.602,3349000
282,Mercedes-Benz G-Class,2021,дизель,2.9,249.0,автомат,4WD,белый,35891.0,левый,8.9,18495000
283,Genesis GV80,2021,бензин,2.5,249.0,автомат,4WD,белый,31010.0,левый,8.602,6795000
284,Nissan Juke,2011,бензин,1.6,190.0,вариатор,4WD,белый,133796.0,левый,8.8,960000
285,Land Rover Range Rover Sport,2018,дизель,3.0,249.0,автомат,4WD,белый,50848.0,левый,8.602,6250000
286,Hyundai ix35,2013,бензин,2.0,149.0,механика,передний,белый,77881.0,левый,8.7,1245000
287,Nissan X-Trail,2016,бензин,2.0,144.0,вариатор,4WD,белый,135401.0,левый,8.5,1695000
288,Kia Rio,2018,бензин,1.6,123.0,автомат,передний,белый,18753.0,левый,8.7,1395000
289,Volkswagen Jetta,2017,бензин,1.4,125.0,робот,передний,белый,115969.0,левый,8.8,1295000
290,Mazda Mazda6,2021,бензин,2.0,150.0,автомат,передний,белый,36119.0,левый,8.9,2795000
291,Chery Tiggo 8 Pro,2022,бензин,1.6,186.0,робот,передний,белый,9956.0,левый,8.602,2595000
292,Kia Rio,2013,бензин,1.6,123.0,автомат,передний,белый,73000.0,левый,8.7,895000
293,Hyundai Solaris,2016,бензин,1.6,123.0,автомат,передний,белый,98556.0,левый,8.8,1015000
294,Suzuki SX4,2010,бензин,1.6,112.0,автомат,передний,белый,153811.0,левый,8.6,795000
295,Kia Rio,2020,бензин,1.6,123.0,автомат,передний,белый,23300.0,левый,8.7,1665000
296,Opel Astra,2012,бензин,1.4,140.0,автомат,передний,белый,26012.0,левый,8.6,1090000
297,Skoda Superb,2017,бензин,2.0,280.0,робот,4WD,белый,114369.0,левый,8.602,2595000
298,Toyota Hilux,2015,дизель,2.8,177.0,автомат,4WD,белый,120883.0,левый,8.6,3450000
299,Nissan X-Trail,2013,бензин,2.0,141.0,вариатор,4WD,белый,200400.0,левый,8.5,1250000
300,Skoda Karoq,2021,бензин,1.4,150.0,автомат,передний,белый,24095.0,левый,8.602,2620000
301,Chery Tiggo 4 Pro,2022,бензин,1.5,147.0,вариатор,передний,белый,5271.0,левый,8.602,2250000
302,Kia Seltos,2019,бензин,2.0,149.0,автомат,4WD,белый,86680.0,левый,8.9,2180000
303,Hyundai Solaris,2020,бензин,1.6,123.0,автомат,передний,белый,94585.0,левый,8.8,1445000
304,Kia Rio,2017,бензин,1.6,123.0,автомат,передний,белый,87612.0,левый,8.7,1150000
305,Volkswagen Passat,2009,бензин,1.8,152.0,автомат,передний,белый,100694.0,левый,8.6,785000
306,Dongfeng DF6,2022,дизель,2.3,163.0,автомат,4WD,белый,0.0,левый,8.602,3520000
307,Dongfeng DF6,2022,дизель,2.3,163.0,механика,4WD,белый,0.0,левый,8.602,3520000
308,Dongfeng DF6,2022,дизель,2.3,163.0,механика,4WD,белый,0.0,левый,8.602,3090000
309,Dongfeng DF6,2022,дизель,2.3,163.0,механика,4WD,черный,0.0,левый,8.602,3520000
310,Dongfeng DF6,2022,дизель,2.3,163.0,механика,4WD,зеленый,0.0,левый,8.602,3090000
311,Dongfeng DF6,2022,дизель,2.3,163.0,механика,4WD,серебристый,0.0,левый,8.602,3520000
312,Dongfeng DF6,2022,дизель,2.5,136.0,механика,4WD,черный,0.0,левый,8.602,3090000
313,Dongfeng DF6,2022,дизель,2.5,136.0,механика,4WD,белый,0.0,левый,8.602,3090000
314,Dongfeng DF6,2022,дизель,2.5,136.0,механика,4WD,серебристый,0.0,левый,8.602,3520000
315,Dongfeng DF6,2022,дизель,2.5,136.0,механика,4WD,белый,0.0,левый,8.602,2990000
316,Dongfeng DF6,2022,дизель,2.5,136.0,механика,4WD,зеленый,0.0,левый,8.602,2990000
317,Mercedes-Benz GLA-Class,2019,бензин,1.6,150.0,робот,передний,синий,92970.0,левый,8.602,1695000
318,Mercedes-Benz GLA-Class,2019,бензин,1.6,150.0,робот,передний,синий,97369.0,левый,8.602,1595000
319,Genesis G70,2019,бензин,2.0,197.0,автомат,4WD,белый,93863.0,левый,8.9,2070000
320,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,серебристый,0.0,левый,8.602,3039900
321,Chery Tiggo 8,2023,бензин,1.5,147.0,робот,передний,белый,0.0,левый,8.602,2939900
322,Chery Tiggo 8,2023,бензин,1.5,147.0,робот,передний,серый,0.0,левый,8.602,2939900
323,Renault Arkana,2021,бензин,1.3,150.0,автомат,передний,синий,34000.0,левый,8.7,1950000
324,Volkswagen Touran,2012,бензин,1.4,140.0,робот,передний,белый,205541.0,левый,8.8,795000
325,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,голубой,0.0,левый,8.602,2889900
326,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,белый,0.0,левый,8.602,2889900
327,Chery Tiggo 4 Pro,2023,бензин,1.5,113.0,вариатор,передний,черный,0.0,левый,8.602,2329900
328,Chery Tiggo 4 Pro,2023,бензин,1.5,113.0,вариатор,передний,серый,0.0,левый,8.602,2329900
329,Chery Tiggo 4 Pro,2023,бензин,1.5,147.0,вариатор,передний,серебристый,0.0,левый,8.602,2389900
330,Chery Tiggo 4 Pro,2023,бензин,1.5,113.0,вариатор,передний,серебристый,0.0,левый,8.602,2329900
331,Chery Tiggo 4 Pro,2023,бензин,1.5,147.0,вариатор,передний,белый,0.0,левый,8.602,2389900
332,Chery Tiggo 4 Pro,2023,бензин,1.5,113.0,вариатор,передний,белый,0.0,левый,8.602,2329900
333,Chery Tiggo 8 Pro Max,2023,бензин,2.0,197.0,робот,4WD,белый,0.0,левый,8.602,3970900
334,Chery Tiggo 8,2023,бензин,1.5,147.0,робот,передний,синий,0.0,левый,8.602,2939900
335,Chery Tiggo 8 Pro,2023,бензин,1.6,186.0,робот,передний,бордовый,0.0,левый,8.602,3659900
336,Kia Optima,2019,бензин,2.0,150.0,автомат,передний,белый,260000.0,левый,8.602,1750000
337,Volkswagen Passat CC,2010,бензин,1.8,152.0,робот,передний,бежевый,101157.0,левый,8.602,890000
338,Hyundai Solaris,2018,бензин,1.6,123.0,автомат,передний,белый,67405.0,левый,8.8,1428000
339,Kia Sportage,2010,бензин,2.0,150.0,механика,передний,серый,117600.0,левый,8.7,839000
340,Lexus LS460L,2014,бензин,4.6,370.0,автомат,задний,черный,286302.0,левый,8.602,2490000
341,Lexus RX300,2022,бензин,2.0,238.0,автомат,4WD,серый,0.0,левый,8.9,7990000
342,Audi Q7,2021,дизель,3.0,249.0,автомат,4WD,синий,33682.25,левый,8.602,13610000
343,Volkswagen Tiguan,2017,бензин,1.4,150.0,автомат,передний,бежевый,105298.0,левый,8.602,1839000
344,Kia Rio,2021,бензин,1.6,123.0,автомат,передний,черный,53384.0,левый,8.7,1550000
345,Haval F7,2020,бензин,2.0,190.0,автомат,4WD,синий,41009.0,левый,8.602,2100000
346,SsangYong Kyron,2014,бензин,2.3,141.0,автомат,4WD,белый,166868.0,левый,8.1,950000
347,Kia Sportage,2016,бензин,2.0,150.0,автомат,передний,серый,142294.0,левый,8.7,1650000
348,Kia Rio,2013,бензин,1.6,123.0,автомат,передний,черный,178421.0,левый,8.7,810000
349,Nissan Juke,2012,бензин,1.6,117.0,автомат,4WD,белый,173486.0,левый,8.8,870000
350,Volvo XC70,2013,дизель,2.4,215.0,автомат,4WD,черный,247611.0,левый,8.602,1700000
351,Citroen Berlingo,2012,бензин,1.6,75.0,механика,передний,белый,262911.0,левый,8.0,710000
352,Infiniti QX80,2014,бензин,5.6,405.0,автомат,4WD,черный,276466.0,левый,8.602,2000000
353,Peugeot Partner,2008,бензин,1.4,75.0,механика,передний,белый,460666.0,левый,8.0,310000
354,Kia Ceed,2016,бензин,1.6,128.0,автомат,передний,черный,131773.0,левый,8.8,1380000
355,Volvo XC40,2018,дизель,2.0,150.0,автомат,передний,черный,32360.0,левый,8.5,2600000
356,Mitsubishi Pajero,2008,бензин,3.8,174.0,автомат,4WD,черный,164507.0,левый,8.4,1500000
357,Peugeot 3008,2017,дизель,2.0,150.0,автомат,передний,белый,51106.0,левый,8.7,2500000
358,Volkswagen Tiguan,2013,бензин,1.4,150.0,автомат,передний,черный,102000.0,левый,8.602,1050000
359,Nissan Teana,2009,бензин,2.5,182.0,вариатор,передний,коричневый,217275.0,левый,8.602,860000
360,BMW X7,2023,дизель,3.0,340.0,автомат,4WD,серый,0.0,левый,8.602,19500000
361,Toyota Fortuner,2022,дизель,2.8,200.0,автомат,4WD,серебристый,0.0,левый,8.8,5470000
362,BYD Yuan,2019,электро,0.0,163.0,автомат,передний,белый,55000.0,левый,8.602,2100000
363,Skoda Octavia,2017,бензин,1.8,152.0,автомат,передний,серебристый,107017.0,левый,8.8,1850000
364,Hyundai Solaris,2019,бензин,1.6,123.0,автомат,передний,белый,71822.0,левый,8.8,1590000
365,Skoda Rapid,2019,бензин,1.6,110.0,автомат,передний,синий,115010.0,левый,8.602,1480000
366,Kia Rio X (X-Line),2020,бензин,1.6,123.0,механика,передний,серый,36594.0,левый,8.602,1501434
367,Volkswagen Tiguan,2022,бензин,1.4,125.0,механика,передний,белый,0.0,левый,8.602,3598500
368,Kia Picanto,2018,бензин,1.2,84.0,автомат,передний,голубой,67614.0,левый,8.5,1198000
369,Kia Carnival,2022,дизель,2.2,199.0,автомат,передний,синий,27509.0,левый,8.6,4639700
370,Hyundai Palisade,2023,бензин,3.5,249.0,автомат,4WD,серый,0.0,левый,8.602,7300000
371,Hyundai Grand Starex,2018,дизель,2.5,175.0,автомат,задний,черный,58705.0,левый,8.6,2848000
372,Toyota Land Cruiser Prado,2022,дизель,2.8,200.0,автомат,4WD,белый,0.0,левый,8.602,6904397
373,Toyota Land Cruiser Prado,2022,дизель,2.8,200.0,автомат,4WD,белый,0.0,левый,8.602,6994397
374,Toyota RAV4,2022,бензин,2.0,171.0,автомат,4WD,белый,0.0,левый,8.7,3880000
375,Kia Sportage,2022,бензин,2.5,190.0,автомат,4WD,черный,0.0,левый,8.7,3515720
376,Mercedes-Benz E-Class,2014,бензин,2.0,211.0,автомат,задний,белый,142392.0,левый,8.9,1950000
377,Mercedes-Benz V-Class,2022,дизель,2.0,190.0,автомат,4WD,белый,1144.0,левый,8.9,11650000
378,BMW 6-Series Gran Turismo,2018,дизель,2.0,190.0,автомат,4WD,белый,64546.0,левый,8.6,4350000
379,Kia Sorento,2012,бензин,2.4,175.0,автомат,4WD,белый,133398.0,левый,8.6,1445000
380,Hyundai Santa Fe,2021,дизель,2.2,199.0,робот,4WD,белый,33682.25,левый,8.7,5357000
381,Kia Carnival,2022,дизель,2.2,199.0,автомат,передний,белый,16590.0,левый,8.6,4650000
382,Hyundai ix35,2015,бензин,2.0,149.0,механика,4WD,белый,86585.0,левый,8.7,1375000
383,Kia Cerato,2023,бензин,2.0,150.0,автомат,передний,черный,0.0,левый,8.8,2985000
384,Kia Sportage,2023,бензин,2.0,150.0,автомат,4WD,белый,0.0,левый,8.7,4250000
385,Kia Cerato,2023,бензин,2.0,150.0,автомат,передний,серый,0.0,левый,8.8,3110000
386,Kia Cerato,2023,бензин,1.6,128.0,автомат,передний,серый,0.0,левый,8.8,3000000
387,Kia Cerato,2023,бензин,1.6,128.0,автомат,передний,черный,0.0,левый,8.8,3000000
388,Kia Cerato,2023,бензин,1.6,128.0,автомат,передний,черный,0.0,левый,8.8,2900000
389,Citroen Spacetourer,2020,дизель,2.0,150.0,автомат,передний,белый,54461.0,левый,8.3,3950000
390,Skoda Kodiaq,2021,бензин,1.4,150.0,механика,4WD,белый,83741.0,левый,8.602,2850000
391,Dodge Stratus,2005,бензин,2.4,152.0,автомат,передний,белый,122918.0,левый,8.4,270000
392,Toyota Camry,2020,бензин,2.5,181.0,автомат,передний,белый,39092.0,левый,8.8,2950000
393,BMW X7,2019,дизель,3.0,249.0,автомат,4WD,белый,123811.0,левый,8.602,7450000
394,Mercedes-Benz S-Class,2021,дизель,2.9,249.0,автомат,4WD,белый,33682.25,левый,8.602,23740000
395,Mercedes-Benz S-Class,2022,дизель,2.9,249.0,автомат,4WD,черный,0.0,левый,8.602,24724000
396,Skoda Kodiaq,2022,бензин,1.4,150.0,робот,4WD,белый,0.0,левый,8.602,4647000
397,Genesis GV80,2022,бензин,2.5,249.0,автомат,4WD,белый,0.0,левый,8.602,9160000
398,Kia Optima,2018,бензин,2.4,188.0,автомат,передний,белый,93000.0,левый,8.602,2079000
399,Hyundai Elantra,2018,бензин,1.6,128.0,автомат,передний,белый,85700.0,левый,8.6,1529000
400,Land Rover Range Rover,2018,дизель,4.4,339.0,автомат,4WD,серый,68000.0,левый,8.602,8499000
401,Changan CS75,2022,бензин,1.8,150.0,автомат,4WD,красный,0.0,левый,8.6,2886806
402,Changan CS75,2022,бензин,1.8,150.0,автомат,4WD,красный,0.0,левый,8.6,2884265
403,Changan UNI-K,2022,бензин,2.0,226.0,автомат,передний,белый,0.0,левый,8.602,3939000
404,Chery Tiggo 4 Pro,2023,бензин,1.5,113.0,вариатор,передний,белый,0.0,левый,8.602,2149900
405,Changan CS95,2023,бензин,2.0,233.0,автомат,передний,серый,0.0,левый,8.602,4290000
406,BMW X5,2022,бензин,3.0,340.0,автомат,4WD,черный,0.0,левый,8.602,12984650
407,Chery Tiggo 8,2023,бензин,1.5,147.0,робот,передний,серый,0.0,левый,8.602,2889900
408,BMW 5-Series,2022,бензин,2.0,184.0,автомат,задний,белый,0.0,левый,8.9,7133584
409,Kia Sportage,2023,бензин,2.0,150.0,автомат,4WD,белый,0.0,левый,8.7,3350000
410,Mercedes-Benz GLS-Class,2020,дизель,2.9,330.0,автомат,4WD,синий,78624.0,левый,8.602,10100000
411,Jeep Grand Cherokee,2013,дизель,3.0,243.0,автомат,4WD,белый,208250.0,левый,8.9,1950000
412,BMW 6-Series,2012,бензин,3.0,320.0,автомат,задний,белый,62700.0,левый,8.602,2160000
413,Kia Sorento,2023,бензин,2.5,180.0,автомат,4WD,черный,0.0,левый,8.6,4250000
414,Kia Ceed,2019,бензин,1.6,128.0,автомат,передний,белый,47630.0,левый,8.8,1579000
415,EXEED TXL,2023,бензин,2.0,197.0,робот,4WD,серый,0.0,левый,8.602,4649900
416,EXEED TXL,2023,бензин,2.0,197.0,робот,4WD,белый,0.0,левый,8.602,4649900
417,BMW X3,2021,дизель,2.0,190.0,автомат,4WD,белый,48568.0,левый,8.602,5295000
418,Dodge Ram,2011,бензин,5.7,396.0,автомат,4WD,серый,116268.0,левый,8.602,2619000
419,Renault Kaptur,2017,бензин,2.0,143.0,механика,4WD,серый,158984.0,левый,8.7,1490000
420,Volkswagen Tiguan,2009,дизель,2.0,140.0,автомат,4WD,бежевый,94627.0,левый,8.602,1276400
421,BMW X3,2016,бензин,3.0,306.0,автомат,4WD,черный,93000.0,левый,8.602,2100000
422,Nissan Terrano,2018,бензин,1.6,114.0,механика,передний,белый,41261.0,левый,8.1,1368000
423,Volkswagen Jetta,2013,бензин,1.4,122.0,робот,передний,черный,180521.0,левый,8.8,948000
424,Nissan X-Trail,2014,бензин,2.0,137.0,автомат,4WD,черный,133250.0,левый,8.5,1420000
425,Toyota Highlander,2022,бензин,3.5,244.0,автомат,4WD,белый,0.0,левый,8.602,6990000
426,Mercedes-Benz E-Class,2020,дизель,2.0,194.0,автомат,4WD,черный,30725.0,левый,8.9,4490000
427,Land Rover Discovery,2018,дизель,3.0,249.0,автомат,4WD,синий,95315.0,левый,8.9,4200000
428,Lexus RX300,2022,бензин,2.0,238.0,автомат,4WD,белый,0.0,левый,8.9,7390000
429,Skoda Yeti,2014,бензин,1.4,122.0,робот,передний,белый,111977.0,левый,8.7,1160000
430,Hyundai Tucson,2008,бензин,2.0,140.0,механика,передний,голубой,113508.0,левый,8.6,855000
431,Renault Sandero,2013,бензин,1.6,84.0,механика,передний,серебристый,145904.0,левый,8.2,549000
432,Land Rover Range Rover Sport,2022,дизель,3.0,350.0,автомат,4WD,красный,767.0,левый,8.602,18499000
433,Renault Sandero Stepway,2017,бензин,1.6,102.0,автомат,передний,зеленый,106653.0,левый,8.3,1099000
434,BMW 3-Series,2020,бензин,2.0,184.0,автомат,4WD,белый,43000.0,левый,8.8,3725000
435,Kia Sportage,2023,бензин,2.0,150.0,автомат,передний,серый,0.0,левый,8.7,2850000
436,Kia Sportage,2023,бензин,2.0,150.0,автомат,передний,серый,0.0,левый,8.7,3049000
437,Kia Sorento,2023,бензин,2.5,180.0,автомат,4WD,серый,0.0,левый,8.6,4249000
438,Kia Sorento,2023,дизель,2.2,199.0,робот,4WD,черный,0.0,левый,8.6,4400000
439,Kia Sorento,2023,дизель,2.2,199.0,робот,4WD,белый,0.0,левый,8.6,4400000
440,Chery Tiggo 4,2021,бензин,1.5,147.0,робот,передний,синий,19467.0,левый,8.9,1657111
441,Jaguar F-Pace,2016,бензин,3.0,340.0,автомат,4WD,коричневый,80500.0,левый,8.7,2547000
442,BMW 3-Series,2016,бензин,1.5,136.0,автомат,задний,черный,91465.0,левый,8.8,1597000
443,BMW X3,2014,бензин,2.0,184.0,автомат,4WD,серебристый,58980.0,левый,8.602,2097000
444,Volkswagen Touareg,2013,бензин,3.6,249.0,автомат,4WD,коричневый,146636.0,левый,8.602,2297111
445,Mercedes-Benz GLC Coupe,2019,бензин,2.0,249.0,автомат,4WD,серый,108782.0,левый,8.602,4540000
446,BMW X5,2018,дизель,3.0,265.0,автомат,4WD,серый,105001.0,левый,8.602,5930000
447,Toyota Corolla,2018,бензин,1.6,122.0,вариатор,передний,белый,94628.0,левый,8.3,1397000
448,BMW 5-Series,2022,дизель,3.0,286.0,автомат,4WD,черный,6000.0,левый,8.9,7499000
449,Honda CR-V,2013,бензин,2.0,150.0,автомат,4WD,серый,128658.0,левый,8.6,1597000
450,Mercedes-Benz GL-Class,2014,дизель,3.0,249.0,автомат,4WD,белый,113000.0,левый,8.602,3457000
451,Kia Soul,2019,бензин,1.6,123.0,автомат,передний,красный,142000.0,левый,8.8,1497000
452,Mercedes-Benz G-Class,2018,бензин,4.0,422.0,автомат,4WD,черный,47086.0,левый,8.9,14350000
453,Volkswagen Bora,2021,бензин,1.4,150.0,автомат,передний,белый,71.0,левый,8.3,2250000
454,Mercedes-Benz V-Class,2022,бензин,2.0,211.0,автомат,задний,черный,45.0,левый,8.9,9000000
455,Mercedes-Benz V-Class,2019,дизель,2.1,163.0,автомат,4WD,черный,142850.0,левый,8.9,5550000
456,Mercedes-Benz GLE Coupe,2022,бензин,3.0,435.0,автомат,4WD,черный,35.0,левый,8.602,14990000
457,Mercedes-Benz GLS-Class,2022,бензин,3.0,367.0,автомат,4WD,черный,25.0,левый,8.602,14875000
458,Nissan X-Trail,2012,бензин,2.5,169.0,вариатор,4WD,серый,236271.0,левый,8.5,1210000
459,Mitsubishi Outlander,2016,бензин,2.0,146.0,вариатор,4WD,белый,177000.0,левый,8.8,1529000
460,Лада Гранта,2020,бензин,1.6,106.0,механика,передний,белый,77000.0,левый,8.1,686000
461,Volvo XC90,2021,бензин,2.0,320.0,автомат,4WD,черный,21173.0,левый,8.9,8050000
462,Jeep Gladiator,2021,бензин,3.6,285.0,автомат,4WD,черный,33682.25,левый,8.602,6990000
463,Jeep Wrangler,2022,бензин,2.0,272.0,автомат,4WD,красный,0.0,левый,8.7,7569000
464,Jeep Wrangler,2022,бензин,2.0,272.0,автомат,4WD,зеленый,0.0,левый,8.7,7569000
465,Hyundai Santa Fe,2022,дизель,2.2,199.0,робот,4WD,белый,0.0,левый,8.7,4282000
466,Jeep Wrangler,2022,бензин,2.0,272.0,автомат,4WD,белый,0.0,левый,8.7,7569000
467,Jeep Wrangler,2022,бензин,2.0,272.0,автомат,4WD,бежевый,0.0,левый,8.7,7569000
468,Jeep Wrangler,2022,бензин,2.0,272.0,автомат,4WD,синий,0.0,левый,8.7,7569000
469,Jeep Grand Cherokee,2022,бензин,3.6,297.0,автомат,4WD,серебристый,0.0,левый,8.9,9500000
470,Jeep Wrangler,2022,бензин,2.0,272.0,автомат,4WD,серый,0.0,левый,8.7,7569000
471,Tank 300,2023,бензин,2.0,220.0,автомат,4WD,черный,0.0,левый,8.602,4239000
472,Jeep Wrangler,2022,бензин,2.0,272.0,автомат,4WD,красный,0.0,левый,8.7,7400000
473,Jeep Wrangler,2022,бензин,2.0,272.0,автомат,4WD,красный,0.0,левый,8.7,7078000
474,Jeep Wrangler,2022,бензин,2.0,272.0,автомат,4WD,черный,0.0,левый,8.7,7270000
475,Jeep Wrangler,2022,бензин,2.0,272.0,автомат,4WD,серебристый,0.0,левый,8.7,7559000
476,Jeep Wrangler,2022,бензин,2.0,272.0,автомат,4WD,синий,0.0,левый,8.7,7270000
477,Jeep Wrangler,2022,бензин,2.0,272.0,автомат,4WD,серебристый,0.0,левый,8.7,8405000
478,Tank 300,2023,бензин,2.0,220.0,автомат,4WD,белый,0.0,левый,8.602,4199000
479,Kia Seltos,2022,бензин,1.6,123.0,автомат,передний,серый,6840.0,левый,8.9,2860000
480,Hyundai i30,2013,бензин,1.6,130.0,автомат,передний,синий,216111.0,левый,8.8,999000
481,Hyundai ix35,2013,бензин,2.0,150.0,автомат,4WD,белый,78234.0,левый,8.7,1549000
482,Kia Rio,2019,бензин,1.6,123.0,автомат,передний,серый,65879.0,левый,8.7,1499000
483,Kia Ceed,2011,бензин,1.6,122.0,автомат,передний,белый,211817.0,левый,8.8,749000
484,Kia Rio,2010,бензин,1.4,95.0,механика,передний,бежевый,103866.0,левый,8.7,615000
485,Toyota Crown,2019,бензин,3.5,299.0,вариатор,задний,белый,46000.0,правый,8.8,4358000
486,Mitsubishi Pajero Sport,2021,дизель,2.4,181.0,автомат,4WD,черный,33682.25,левый,8.6,5309800
487,Great Wall Poer KingKong,2023,дизель,2.0,150.0,механика,4WD,черный,0.0,левый,8.602,2839000
488,Great Wall Poer KingKong,2023,дизель,2.0,150.0,механика,4WD,серебристый,0.0,левый,8.602,3039000
489,Nissan Primera,2007,бензин,1.6,109.0,механика,передний,черный,184000.0,левый,8.2,495000
490,Ford Focus,2005,бензин,1.6,100.0,автомат,передний,голубой,249000.0,левый,8.5,400000
491,Changan CS55 Plus,2023,бензин,1.5,181.0,робот,передний,белый,0.0,левый,8.602,2639900
492,Hyundai Solaris,2015,бензин,1.6,123.0,автомат,передний,белый,123303.0,левый,8.8,999000
493,Mercedes-Benz E-Class,2017,бензин,2.0,184.0,автомат,задний,зеленый,118070.0,левый,8.9,3570000
494,Opel Astra,2012,бензин,1.4,140.0,автомат,передний,черный,165574.0,левый,8.6,699000
495,Geely Atlas Pro,2021,бензин,1.5,177.0,автомат,4WD,белый,49000.0,левый,8.602,2650000
496,Changan UNI-V,2023,бензин,1.5,181.0,робот,передний,серый,0.0,левый,8.602,2924966
497,Changan UNI-V,2023,бензин,1.5,181.0,робот,передний,серый,0.0,левый,8.602,2905873
498,Lexus RX270,2011,бензин,2.7,188.0,автомат,передний,бежевый,189510.0,левый,8.602,1849000
499,BMW 1-Series,2012,бензин,1.6,170.0,автомат,задний,синий,133574.0,левый,8.9,1215000
500,Audi A1,2013,бензин,1.4,122.0,робот,передний,коричневый,98530.0,левый,8.602,1053000
501,Nissan X-Trail,2015,бензин,2.0,144.0,вариатор,4WD,серебристый,50104.0,левый,8.5,2300000
502,Toyota Camry,2021,бензин,2.5,200.0,автомат,передний,черный,44927.0,левый,8.8,3530000
503,Kia Sorento,2023,дизель,2.2,199.0,робот,4WD,белый,0.0,левый,8.6,4430000
504,Kia Rio,2018,бензин,1.6,123.0,автомат,передний,черный,76800.0,левый,8.7,1395000
505,Kia ProCeed,2015,бензин,1.6,129.0,автомат,передний,серый,98000.0,левый,8.9,998000
506,Nissan Qashqai,2017,бензин,2.0,144.0,вариатор,4WD,белый,136130.0,левый,8.6,1655000
507,Kia Rio,2012,бензин,1.6,123.0,автомат,передний,серебристый,171343.0,левый,8.7,730000
508,Honda CR-V,2012,бензин,2.0,150.0,автомат,4WD,черный,119447.0,левый,8.6,1790000
509,Renault Logan,2009,бензин,1.6,102.0,механика,передний,белый,191328.0,левый,8.0,415000
510,Infiniti M35,2010,бензин,3.5,307.0,автомат,4WD,черный,195000.0,левый,8.602,706000
511,Toyota RAV4,2013,бензин,2.0,146.0,вариатор,передний,серый,137420.0,левый,8.7,1563000
512,Kia Carnival,2017,дизель,2.2,202.0,автомат,передний,черный,110000.0,левый,8.6,2249000
513,Kia Cerato,2021,бензин,2.0,150.0,автомат,передний,серый,19710.0,левый,8.8,2173000
514,Лада Нива (2020-21 гг.),2020,бензин,1.7,80.0,механика,4WD,белый,69005.0,левый,8.602,845000
515,Kia Soul,2016,бензин,1.6,124.0,автомат,передний,красный,160960.0,левый,8.8,1145000
516,Volkswagen Passat,2016,дизель,2.0,190.0,робот,4WD,белый,174500.0,левый,8.6,1999000
517,Audi A1,2012,бензин,1.4,122.0,робот,передний,белый,157873.0,левый,8.602,600000
518,Mercedes-Benz S-Class,1998,бензин,3.2,231.0,автомат,задний,черный,230000.0,левый,8.602,1500000
519,Citroen Berlingo,2011,бензин,1.4,75.0,механика,передний,желтый,200000.0,левый,8.0,310000
520,Hyundai Santa Fe,2023,бензин,2.5,180.0,автомат,4WD,серый,0.0,левый,8.7,4550000
521,Hyundai Santa Fe,2022,дизель,2.2,199.0,робот,4WD,серый,0.0,левый,8.7,4730000
522,Hyundai Santa Fe,2023,бензин,2.5,180.0,автомат,4WD,черный,0.0,левый,8.7,4550000
